title,year,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
yannick,2023,quentin dupieux,france,4020,comedie,26363.0,130879,101483.0,9,445750,301,3.8,3.8,"[""Raphaël Quenard"", ""Pio Marmaï"", ""Blanche Gardin"", ""Sébastien Chassagne""]",217440000.0,"[""francais""]",159343.0,0.0
armageddon time,2022,james gray,etatsunis,6900,drame,16980.0,155547,126808.0,5,396029,308,4.4,3.7,"[""Anne Hathaway"", ""Jeremy Strong"", ""Banks Repeta"", ""Jaylin Webb""]",18820000.0,"[""anglais""]",-1.0,0.0
da vinci code,2006,ron howard,etatsunis,8940,thriller,232898.0,1707373,1457907.0,1,4189814,885,1.4,2.8,"[""Tom Hanks"", ""Audrey Tautou"", ""Jean Reno"", ""Ian McKellen""]",125000000.0,"[""anglais""]",113651.0,1.0
xxx2 the next level,2005,lee tamahori,etatsunis,6060,aventure action,45108.0,207910,172757.0,4,466149,436,2.9,1.5,"[""Ice Cube"", ""Michael Roof"", ""Scott Speedman"", ""Nona Gaye""]",87000000.0,"[""anglais""]",112421.0,0.0
shrek 2,2004,andrew adamson,etatsunis,5520,animation,340442.0,2238286,1450074.0,1,7185626,906,4.1,3.9,[],150000000.0,"[""anglais""]",110571.0,2.0
red sparrow,2018,francis lawrence,etatsunis,8340,thriller,49867.0,331963,268324.0,3,827602,334,2.8,3.6,"[""Jennifer Lawrence"", ""Joel Edgerton"", ""Matthias Schoenaerts"", ""Charlotte Rampling""]",301600000.0,"[""anglais""]",148015.0,0.0
metisse,1993,mathieu kassovitz,france,5700,comedie,76704.29752953813,20493,378094.05652680655,8,89036,39,-1.0,2.9,"[""Julie Mauduech"", ""Hubert Koundé"", ""Mathieu Kassovitz"", ""Vincent Cassel""]",224575553.58251366,"[""francais""]",76528.0,0.0
limpasse,1993,brian de palma,etatsunis,8580,thriller,76704.29752953813,108141,378094.05652680655,7,274966,207,,,,224575553.58251366,,,
logan lucky,2017,steven soderbergh,etatsunis,7140,comedie,11360.0,85199,63618.0,15,155376,202,3.7,3.5,"[""Channing Tatum"", ""Adam Driver"", ""Daniel Craig"", ""Riley Keough""]",29000000.0,"[""anglais""]",147536.0,0.0
sixpack,2000,alain berberian,france,6600,thriller,76704.29752953813,85185,378094.05652680655,8,168116,180,2.3,1.7,"[""Richard Anconina"", ""Frédéric Diefenthal"", ""Chiara Mastroianni"", ""Bernard Fresson""]",224575553.58251366,"[""francais""]",95785.0,0.0
un beau soleil interieur,2017,claire denis,france,5640,comedie dramatique,17362.0,130835,106344.0,6,241521,191,3.5,1.9,"[""Juliette Binoche"", ""Xavier Beauvois"", ""Nicolas Duvauchelle"", ""Paul Blain""]",36440000.0,"[""francais""]",146341.0,1.0
conte dete,1996,eric rohmer,france,6780,comedie,76704.29752953813,75636,378094.05652680655,5,318739,100,-1.0,3.7,"[""Melvil Poupaud"", ""Amanda Langlet"", ""Gwenaëlle Simon"", ""Aurélia Nolin""]",224575553.58251366,"[""francais""]",-1.0,0.0
le labyrinthe de pan,2006,guillermo del toro,espagne,7140,fantasy,38534.0,177058,153561.0,6,427177,202,3.9,3.9,"[""Ivana Baquero"", ""Sergi López"", ""Doug Jones"", ""Ariadna Gil""]",19000000.0,"[""espagnol""]",116017.0,12.0
sunchaser,1996,michael cimino,etatsunis,7200,drame,76704.29752953813,59731,378094.05652680655,8,121477,94,,,,224575553.58251366,,,
gaston lagaffe,2018,pierrefrancois martinlaval,france,5040,comedie,56102.0,236756,186337.0,5,536810,573,2.1,1.6,"[""Théo Fernandez"", ""Pierre-François Martin-Laval"", ""Arnaud Ducret"", ""Jérôme Commandeur""]",49800000.0,"[""francais""]",146496.0,0.0
flight,2012,robert zemeckis,etatsunis,8280,drame,33292.0,274127,223083.0,3,574835,378,,,,232656000.0,,,
arthur et la guerre des deux mondes,2010,luc besson,france,6000,animation,142314.0,750950,703016.0,1,3127246,778,,,,130000000.0,,,
un grand cri damour,1998,josiane balasko,france,5400,comedie,76704.29752953813,194520,378094.05652680655,3,455642,322,-1.0,2.8,"[""Josiane Balasko"", ""Daniel Ceccaldi"", ""Richard Berry"", ""Daniel Prévost""]",224575553.58251366,"[""francais""]",92378.0,0.0
harry potter et lordre du phenix,2007,david yates,etatsunis,8280,fantasy,720610.0,2486291,2013012.0,1,6224517,950,3.1,3.8,"[""Daniel Radcliffe"", ""Rupert Grint"", ""Emma Watson"", ""Imelda Staunton""]",150000000.0,"[""anglais""]",118268.0,2.0
into the woods promenonsnous dans les bois,2014,rob marshall,etatsunis,7440,musical,14026.0,117984,103900.0,6,204614,178,,,,259600000.0,,,
le peril jeune,1995,cedric klapisch,france,6060,comedie,76704.29752953813,100252,378094.05652680655,7,645639,65,2.6,3.7,"[""Romain Duris"", ""Vincent Elbaz"", ""Nicolas Koretzky"", ""Julien Lambroschini""]",224575553.58251366,"[""francais""]",83169.0,0.0
double zero,2004,gerard pires,france,5400,comedie,152248.0,657839,561532.0,2,1850031,595,2.8,1.3,"[""Eric Judor"", ""Ramzy Bedia"", ""Edouard Baer"", ""Georgianna Robertson""]",19000000.0,"[""francais""]",107986.0,0.0
la vie pour de vrai,2023,dany boon,france,6600,comedie,80254.0,423667,351479.0,3,802694,702,2.8,2.5,"[""Dany Boon"", ""Kad Merad"", ""Charlotte Gainsbourg"", ""Maxime Gasteuil""]",70200000.0,"[""francais""]",157148.0,0.0
la villa,2017,robert guediguian,france,6420,drame,30219.0,193463,153096.0,5,552273,196,4.1,3.3,"[""Ariane Ascaride"", ""Jean-Pierre Darroussin"", ""Gérard Meylan"", ""Jacques Boudet""]",124066000.0,"[""francais""]",145288.0,0.0
black adam,2022,jaume colletserra,etatsunis,7440,comicbook,93068.0,713308,556491.0,1,2071225,635,2.1,2.8,"[""Dwayne Johnson"", ""Aldis Hodge"", ""Pierce Brosnan"", ""Noah Centineo""]",64400000.0,"[""anglais""]",-1.0,0.0
les pieds sur terre,2001,chris weitz,etatsunis,5220,romance,14359.8,37173,30560.0,15,46832,-1,2.3,2.9,"[""Chris Rock"", ""Regina King"", ""Chazz Palminteri"", ""Eugene Levy""]",30000000.0,"[""anglais""]",102781.0,0.0
babylon,2022,damien chazelle,etatsunis,11280,drame,90681.0,508796,433147.0,2,1505989,584,,,,22980000.0,,,
la planete des singes,2001,tim burton,etatsunis,7140,science fiction,358671.0,1728196,1380607.0,1,3970011,742,3.2,2.9,"[""Mark Wahlberg"", ""Tim Roth"", ""Helena Bonham Carter"", ""Estella Warren""]",100000000.0,"[""anglais""]",103134.0,0.0
un vampire a brooklyn,1995,wes craven,etatsunis,6120,fantasy,76704.29752953813,122675,378094.05652680655,5,306824,203,,,,224575553.58251366,,,
asterix et obelix lempire du milieu,2023,guillaume canet,france,6720,comedie,466703.0,1882686,1637948.0,1,4598637,772,2.4,1.7,"[""Guillaume Canet"", ""Gilles Lellouche"", ""Marion Cotillard"", ""Vincent Cassel""]",170200000.0,"[""francais""]",154649.0,0.0
happiness therapy,2012,david o russell,etatsunis,7320,comedie,36460.0,283208,231072.0,4,1069359,253,,,,689594000.0,,,
narc,2002,joe carnahan,etatsunis,6000,thriller,10698.0,54690,63655.2,11,110232,78,,,,26800000.0,,,
le parfum dyvonne,1994,patrice leconte,france,5340,romance,76704.29752953813,49327,378094.05652680655,10,158836,64,-1.0,2.5,"[""Hippolyte Girardot"", ""Jean-Pierre Marielle"", ""Sandra Majani"", ""Richard Bohringer""]",224575553.58251366,"[""francais""]",-1.0,0.0
jaccuse,2019,roman polanski,france,7920,drame,56680.0,501228,386720.0,1,1567306,545,4.0,3.8,"[""Jean Dujardin"", ""Louis Garrel"", ""Emmanuelle Seigner"", ""Melvil Poupaud""]",53000000.0,"[""francais""]",142196.0,5.0
demain ne meurt jamais,1997,roger spottiswoode,grandebretagne,6900,aventure action,156412.0,1202360,871514.0,1,3571826,593,-1.0,3.2,"[""Pierce Brosnan"", ""Jonathan Pryce"", ""Michelle Yeoh"", ""Teri Hatcher""]",621200000.0,"[""anglais""]",93544.0,0.0
oliver twist,2005,roman polanski,france,7500,drame,44931.0,482752,336835.0,3,1513871,549,3.5,3.2,"[""Barney Clark"", ""Harry Eden"", ""Ben Kingsley"", ""Edward Hardwicke""]",45000000.0,"[""anglais""]",109207.0,0.0
instinct de survie,2016,jaume colletserra,etatsunis,5100,horreur,44439.0,260331,208951.0,6,548444,268,,,,148880000.0,,,
blues brothers 2000,1998,john landis,etatsunis,7380,comedie,21649.4,169885,129976.0,3,397051,272,-1.0,2.4,"[""Dan Aykroyd"", ""John Goodman"", ""Joe Morton"", ""James Brown""]",28000000.0,"[""anglais""]",94423.0,0.0
wonder wheel,2017,woody allen,etatsunis,6060,comedie dramatique,20147.0,151321,120597.0,5,372660,264,,,,35600000.0,,,
le sens de la fete,2017,nakache toledano,france,7020,comedie,110125.0,808544,657768.0,1,3020694,557,3.7,4.0,"[""Jean-Pierre Bacri"", ""Gilles Lellouche"", ""Eye Haïdara"", ""Jean-Paul Rouve""]",50426800.0,"[""francais""]",144002.0,1.0
les hommes de lombre,1996,lee tamahori,etatsunis,6420,thriller,76704.29752953813,43591,378094.05652680655,10,86306,56,-1.0,2.8,"[""William L. Petersen"", ""Kyle Chandler"", ""Melinda Clarke"", ""Titus Welliver""]",224575553.58251366,"[""anglais""]",90556.0,0.0
fast furious 3 tokyo drift,2006,justin lin,etatsunis,5400,aventure action,72261.0,320808,259737.0,2,828310,448,1.6,2.2,"[""Lucas Black"", ""Shad Moss"", ""Brian Tee"", ""Nikki Griffin""]",49400000.0,"[""anglais"", ""japonais""]",115745.0,0.0
cache,2005,michael haneke,france,7020,drame,22252.0,170754,140115.0,3,510203,158,4.1,2.7,"[""Daniel Auteuil"", ""Juliette Binoche"", ""Maurice Bénichou"", ""Annie Girardot""]",8510000.0,"[""francais""]",106585.0,3.0
en chair et en os,1997,pedro almodovar,espagne,5940,drame,76704.29752953813,140720,378094.05652680655,7,442407,149,-1.0,3.6,"[""Javier Bardem"", ""Francesca Neri"", ""Liberto Rabal"", ""Ángela Molina""]",224575553.58251366,"[""espagnol""]",92031.0,0.0
unstoppable 2010,2010,tony scott,etatsunis,6000,thriller,48348.0,349758,316175.0,4,566416,430,,,,154400000.0,,,
la legende dhercule,2014,renny harlin,etatsunis,5940,peplum,19210.0,151842,126844.0,9,235853,186,1.8,1.6,"[""Kellan Lutz"", ""Scott Adkins"", ""Liam McIntyre"", ""Liam Garrigan""]",70000000.0,"[""anglais""]",139321.0,0.0
very bad things,1998,peter berg,etatsunis,6000,thriller,76704.29752953813,256549,378094.05652680655,4,661813,206,,,,224575553.58251366,,,
le nouveau monde,2005,terrence malick,etatsunis,9000,aventure action,43785.0,315159,257968.0,5,672180,315,,,,147000000.0,,,
tenet,2020,christopher nolan,etatsunis,9000,science fiction,236390.0,948378,809601.0,1,2349310,678,3.6,3.6,"[""John David Washington"", ""Kenneth Branagh"", ""Robert Pattinson"", ""Elizabeth Debicki""]",77200000.0,"[""anglais""]",153137.0,2.0
piege en haute mer,1992,andrew davis,etatsunis,6000,aventure action,76704.29752953813,358389,378094.05652680655,2,1305889,251,,,,224575553.58251366,,,
on connait la chanson,1997,alain resnais,france,7200,comedie,76704.29752953813,377587,378094.05652680655,2,2649299,158,-1.0,3.4,"[""Sabine Azéma"", ""Pierre Arditi"", ""André Dussollier"", ""Lambert Wilson""]",224575553.58251366,"[""francais""]",87716.0,8.0
the patriot le chemin de la liberte,2000,roland emmerich,etatsunis,9600,aventure action,72903.8,442823,630225.0,2,1160975,591,2.7,3.5,"[""Mel Gibson"", ""Heath Ledger"", ""Tchéky Karyo"", ""Joely Richardson""]",110000000.0,"[""anglais""]",99686.0,0.0
joy 2015,2015,david o russell,etatsunis,7440,comedie dramatique,42000.0,236272,193385.0,6,512726,264,,,,54078000.0,,,
le mytho,2011,dennis dugan,etatsunis,6600,romance,14707.0,126302,104770.0,7,250499,169,,,,92200000.0,,,
american pie,1999,chris weitz,etatsunis,5700,comedie,26565.0,203854,168303.0,4,2496606,368,3.0,2.9,"[""Jason Biggs"", ""Seann William Scott"", ""Chris Klein"", ""Thomas Ian Nicholas""]",11000000.0,"[""anglais""]",98216.0,0.0
harry potter et les reliques de la mort partie 2,2011,david yates,etatsunis,7800,fantasy,732206.0,3129485,2532629.0,1,6512424,812,,,,172000000.0,,,
mulholland drive,2001,david lynch,etatsunis,8760,drame,22655.0,185438,146538.0,3,842579,186,4.7,3.9,"[""Naomi Watts"", ""Laura Harring"", ""Robert Forster"", ""Brent Briscoe""]",15000000.0,"[""anglais"", ""espagnol""]",103995.0,3.0
comment savoir,2010,james l brooks,etatsunis,6960,romance,9243.0,75105,62529.0,9,102012,206,,,,95600000.0,,,
en liberte,2018,pierre salvadori,france,6480,comedie,61972.0,328195,285217.0,4,775491,360,4.3,3.0,"[""Adèle Haenel"", ""Pio Marmaï"", ""Audrey Tautou"", ""Damien Bonnard""]",51200000.0,"[""francais""]",132281.0,2.0
valentin valentin,2015,pascal thomas,france,6360,comedie,4010.0,31507,22824.0,19,47296,197,3.0,2.1,"[""Marilou Berry"", ""Vincent Rottiers"", ""Marie Gillain"", ""Arielle Dombasle""]",20340000.0,"[""francais""]",138455.0,0.0
jurassic park 3d,2013,steven spielberg,etatsunis,7620,aventure action,33949.0,115141,93376.0,11,203145,178,,,,232656000.0,,,
la chambre du fils,2001,nanni moretti,italie,5700,drame,14849.0,75985,48190.0,4,799280,94,4.4,3.8,"[""Nanni Moretti"", ""Laura Morante"", ""Jasmine Trinca"", ""Giuseppe Sanfelice""]",94200000.0,"[""italien""]",98806.0,1.0
singles,1992,cameron crowe,etatsunis,5940,drame,76704.29752953813,54624,378094.05652680655,5,195790,40,,,,224575553.58251366,,,
the navigators,2002,ken loach,grandebretagne,5760,comedie,8484.0,71801,51222.8,10,312502,80,4.0,3.5,"[""Dean Andrews"", ""Thomas Craig"", ""Joe Duttine"", ""Steve Huison""]",18400000.0,"[""anglais""]",104002.0,0.0
samourai academy,2022,rob minkoff,etatsunis,6180,animation,56587.0,151216,147642.0,7,1000187,560,3.1,3.0,[],49800000.0,"[""anglais""]",157301.0,0.0
faubourg 36,2008,christophe barratier,france,7200,comedie,71108.0,438976,345453.0,2,1331585,594,3.0,3.1,"[""Gérard Jugnot"", ""Clovis Cornillac"", ""Kad Merad"", ""Nora Arnezeder""]",58432000.0,"[""francais""]",89612.0,4.0
dolls,2003,takeshi kitano,japon,6780,drame,6911.0,52487,36800.0,13,182136,-1,3.7,3.6,"[""Hidetoshi Nishijima"", ""Miho Kanno"", ""Tatsuya Mihashi"", ""Chieko Matsubara""]",115800000.0,"[""japonais""]",-1.0,0.0
space cowboys,2000,clint eastwood,etatsunis,7800,aventure action,154841.0,321513,936432.8,1,962041,431,4.0,3.2,"[""Clint Eastwood"", ""Tommy Lee Jones"", ""Donald Sutherland"", ""James Garner""]",65000000000.0,"[""anglais""]",-1.0,0.0
tanguy le retour,2019,etienne chatiliez,france,5580,comedie,96731.0,486634,378338.0,1,1027447,622,2.2,1.7,"[""André Dussollier"", ""Sabine Azéma"", ""Eric Berger"", ""Emilie Yili Kang""]",112600000.0,"[""francais""]",148430.0,0.0
jeanchristopher winnie,2018,marc foster,etatsunis,6240,film familial,41601.0,228173,161408.0,10,424614,273,3.2,3.7,"[""Ewan McGregor"", ""Hayley Atwell"", ""Bronte Carmichael"", ""Mark Gatiss""]",16678000.0,"[""anglais""]",149194.0,0.0
des hommes et des dieux,2010,xavier beauvois,france,7200,drame,69778.0,467950,362671.0,1,3204147,252,4.1,3.4,"[""Lambert Wilson"", ""Michael Lonsdale"", ""Olivier Rabourdin"", ""Philippe Laudenbach""]",32200000.0,"[""arabic"", ""francais""]",122766.0,7.0
un une,2015,claude lelouch,france,6780,comedie,47714.0,325092,251111.0,3,920901,444,3.4,3.1,"[""Jean Dujardin"", ""Elsa Zylberstein"", ""Christopher Lambert"", ""Alice Pol""]",78600000.0,"[""anglais"", ""francais""]",141522.0,0.0
somewhere,2010,sofia coppola,etatsunis,5880,comedie dramatique,34387.0,233005,195565.0,2,479449,174,,,,234656000.0,,,
la syndicaliste,2023,jeanpaul salome,france,7260,drame,30915.0,192422,153715.0,6,500162,472,3.3,3.9,"[""Isabelle Huppert"", ""Grégory Gadebois"", ""Yvan Attal"", ""François-Xavier Demaison""]",139400000.0,"[""anglais"", ""francais""]",153703.0,0.0
le brio,2017,yvan attal,france,5700,comedie,51965.0,412414,321880.0,2,1114497,407,3.5,3.8,"[""Camélia Jordana"", ""Daniel Auteuil"", ""Yasin Houicha"", ""Nozha Khouadra""]",146600000.0,"[""francais""]",145108.0,2.0
le chateau dans le ciel,1986,hayao miyazaki,japon,7440,animation,33456.0,227573,199270.0,3,931234,286,,,,232656000.0,,,
mon beaupere mes parents et moi,2004,jay roach,etatsunis,6900,comedie,87629.0,751304,552933.0,2,1736524,599,,,,54400000.0,,,
mission impossible iii,2006,jj abrams,etatsunis,7560,aventure action,120228.0,996860,784691.0,2,1918786,850,,,,95800000.0,,,
men in black 3,2012,barry sonnenfeld,etatsunis,6360,science fiction,119667.0,802879,631657.0,1,2129210,782,,,,123000000.0,,,
malavita,2013,luc besson,france,6660,aventure action,78262.0,471021,364299.0,3,958586,460,2.3,2.8,"[""Robert De Niro"", ""Michelle Pfeiffer"", ""Tommy Lee Jones"", ""Dianna Agron""]",30000000.0,"[""anglais"", ""francais""]",129721.0,0.0
la legende de beowulf,2007,robert zemeckis,etatsunis,6780,animation,31826.0,240786,217484.0,4,433146,481,2.5,2.5,"[""Ray Winstone"", ""Angelina Jolie"", ""Anthony Hopkins"", ""Crispin Glover""]",150000000.0,"[""anglais""]",119114.0,0.0
mal de pierres,2016,nicole garcia,france,6960,drame,33442.0,283843,211174.0,9,669856,335,3.5,3.5,"[""Marion Cotillard"", ""Louis Garrel"", ""Alex Brendemühl"", ""Brigitte Roüan""]",10300000.0,"[""francais"", ""espagnol""]",121806.0,0.0
la petite lili,2003,claude miller,france,6240,comedie,26834.0,188533,161956.6,6,577265,199,3.6,2.4,"[""Nicole Garcia"", ""Robinson Stévenin"", ""Ludivine Sagnier"", ""Bernard Giraudeau""]",513000000.0,"[""francais""]",93855.0,2.0
minority report,2002,steven spielberg,etatsunis,8700,science fiction,140829.0,1100206,931997.0,1,3709488,705,4.4,4.1,"[""Tom Cruise"", ""Kathryn Morris"", ""Colin Farrell"", ""Samantha Morton""]",102000000.0,"[""anglais""]",105703.0,0.0
le transporteur 2,2005,louis leterrier,france,5220,aventure action,105225.0,440512,342936.0,2,1230444,510,,,,81400000.0,,,
all inclusive,2019,fabien onteniente,france,5520,comedie,67282.0,407344,308014.0,6,814207,615,-1.0,3.0,[],45200000.0,"[""finlandais""]",-1.0,0.0
all inclusive,2019,fabien onteniente,france,5520,comedie,67282.0,407344,308014.0,6,814207,615,-1.0,-1.0,"[""Andrzej Chyra"", ""Izabela Kuna"", ""Krzysztof Czeczot""]",45200000.0,"[""polonais""]",-1.0,0.0
all inclusive,2019,fabien onteniente,france,5520,comedie,67282.0,407344,308014.0,6,814207,615,1.5,1.1,"[""Franck Dubosc"", ""François-Xavier Demaison"", ""Josiane Balasko"", ""Thierry Lhermitte""]",45200000.0,"[""francais""]",148901.0,0.0
dark water,2005,walter salles,etatsunis,6300,horreur,36823.0,147141,124732.0,3,363075,295,2.6,2.1,"[""Jennifer Connelly"", ""John C. Reilly"", ""Tim Roth"", ""Dougray Scott""]",493234000.0,"[""anglais""]",113560.0,0.0
mauvaise passe,1999,michel blanc,france,6000,drame,76704.29752953813,117930,378094.05652680655,8,239382,122,3.5,2.9,"[""Anne White"", ""Daniel Auteuil"", ""Stuart Townsend"", ""Frances Barber""]",224575553.58251366,"[""francais""]",93221.0,0.0
3 coeurs,2014,benoit jacquot,france,6360,romance,25843.0,160854,126992.0,4,365336,245,3.6,2.6,"[""Benoît Poelvoorde"", ""Charlotte Gainsbourg"", ""Chiara Mastroianni"", ""Catherine Deneuve""]",147600000.0,"[""chinois"", ""francais""]",128140.0,0.0
traffic,2001,steven soderbergh,etatsunis,8820,drame,56810.0,477351,394098.0,2,1938732,424,4.2,3.8,"[""Michael Douglas"", ""Don Cheadle"", ""Benicio Del Toro"", ""Luis Guzmán""]",48000000.0,"[""anglais"", ""espagnol""]",101807.0,9.0
crazy amy,2015,judd apatow,etatsunis,7500,comedie,4068.0,39574,31889.0,13,59729,104,3.1,2.4,"[""Amy Schumer"", ""Bill Hader"", ""Brie Larson"", ""Vanessa Bayer""]",35000000.0,"[""anglais""]",143373.0,0.0
les hirondelles de kaboul,2019,zabou breitman,france,4860,animation,13317.0,95918,74158.0,7,321180,194,3.8,3.9,[],187600000.0,"[""francais""]",134571.0,5.0
le retour de mary poppins,2018,rob marshall,etatsunis,7440,film familial,44190.0,389704,292590.0,3,1535377,573,3.3,3.1,"[""Emily Blunt"", ""Lin-Manuel Miranda"", ""Ben Whishaw"", ""Emily Mortimer""]",172260000.0,"[""anglais""]",149760.0,1.0
le bossu,1997,philippe de broca,france,7200,aventure action,76704.29752953813,473011,378094.05652680655,2,2328601,449,-1.0,3.1,"[""Daniel Auteuil"", ""Fabrice Luchini"", ""Vincent Perez"", ""Marie Gillain""]",224575553.58251366,"[""francais""]",85712.0,1.0
clean,2004,olivier assayas,france,6600,drame,15605.0,118975,82184.4,4,415196,118,4.6,3.3,"[""Patrick Fabian"", ""Maggie Cheung"", ""Nick Nolte"", ""Béatrice Dalle""]",534000000.0,"[""anglais"", ""francais""]",108752.0,2.0
world trade center,2006,oliver stone,etatsunis,8100,drame,54277.0,391102,343581.0,1,778175,418,2.0,2.2,"[""Nicolas Cage"", ""Tom Wright"", ""Michael Peña"", ""Maria Bello""]",63000000.0,"[""anglais""]",115673.0,2.0
bienvenue a marwen,2018,robert zemeckis,etatsunis,6960,drame,11593.0,81779,69203.0,16,118974,233,,,,13554000.0,,,
lun reste lautre part,2005,claude berri,france,6540,comedie,39272.0,344396,284352.0,2,865516,260,3.4,2.1,"[""Daniel Auteuil"", ""Pierre Arditi"", ""Charlotte Gainsbourg"", ""Nathalie Baye""]",996000000.0,"[""francais""]",110066.0,0.0
u571,2000,jonathan mostow,etatsunis,6960,guerre,138227.8,175832,480409.0,5,388057,500,3.4,3.3,"[""Harvey Keitel"", ""Bill Paxton"", ""David Keith"", ""Matthew McConaughey""]",62000000.0,"[""anglais"", ""allemand""]",100436.0,1.0
lincoln,2012,steven spielberg,etatsunis,8700,drame,50872.0,437768,353116.0,2,1320425,312,,,,58200000.0,,,
on a marche sur bangkok,2014,olivier baroux,france,5580,comedie,40223.0,225773,169503.0,9,395159,411,1.2,1.5,"[""Kad Merad"", ""Alice Taglioni"", ""Peter Coyote"", ""Chawanrut Janjittranon""]",498136000.0,"[""francais""]",136361.0,0.0
